01/07/2015;00:00;0
01/07/2015;01:00;192
01/07/2015;02:00;184
01/07/2015;03:00;165
01/07/2015;04:00;92
01/07/2015;05:00;160
01/07/2015;06:00;122
01/07/2015;07:00;176
01/07/2015;08:00;168
01/07/2015;09:00;150
01/07/2015;10:00;192
01/07/2015;11:00;88
01/07/2015;12:00;118
01/07/2015;13:00;144
01/07/2015;14:00;183
01/07/2015;15:00;113
01/07/2015;16:00;193
01/07/2015;17:00;121
01/07/2015;18:00;108
01/07/2015;19:00;124
01/07/2015;20:00;156
01/07/2015;21:00;154
01/07/2015;22:00;185
01/07/2015;23:00;82
02/07/2015;00:00;111
02/07/2015;01:00;90
02/07/2015;02:00;183
02/07/2015;03:00;105
02/07/2015;04:00;108
02/07/2015;05:00;123
02/07/2015;06:00;145
02/07/2015;07:00;143
02/07/2015;08:00;89
02/07/2015;09:00;144
02/07/2015;10:00;123
02/07/2015;11:00;135
02/07/2015;12:00;119
02/07/2015;13:00;192
02/07/2015;14:00;127
02/07/2015;15:00;140
02/07/2015;16:00;188
02/07/2015;17:00;84
02/07/2015;18:00;181
02/07/2015;19:00;122
02/07/2015;20:00;155
02/07/2015;21:00;84
02/07/2015;22:00;190
02/07/2015;23:00;191
03/07/2015;00:00;151
03/07/2015;01:00;102
03/07/2015;02:00;105
03/07/2015;03:00;115
03/07/2015;04:00;113
03/07/2015;05:00;133
03/07/2015;06:00;84
03/07/2015;07:00;109
03/07/2015;08:00;95
03/07/2015;09:00;92
03/07/2015;10:00;182
03/07/2015;11:00;191
03/07/2015;12:00;196
03/07/2015;13:00;85
03/07/2015;14:00;101
03/07/2015;15:00;145
03/07/2015;16:00;98
03/07/2015;17:00;173
03/07/2015;18:00;123
03/07/2015;19:00;140
03/07/2015;20:00;94
03/07/2015;21:00;134
03/07/2015;22:00;91
03/07/2015;23:00;113
04/07/2015;00:00;165
04/07/2015;01:00;93
04/07/2015;02:00;96
04/07/2015;03:00;106
04/07/2015;04:00;193
04/07/2015;05:00;174
04/07/2015;06:00;196
04/07/2015;07:00;153
04/07/2015;08:00;147
04/07/2015;09:00;126
04/07/2015;10:00;112
04/07/2015;11:00;192
04/07/2015;12:00;126
04/07/2015;13:00;179
04/07/2015;14:00;81
04/07/2015;15:00;102
04/07/2015;16:00;175
04/07/2015;17:00;134
04/07/2015;18:00;158
04/07/2015;19:00;148
04/07/2015;20:00;87
04/07/2015;21:00;141
04/07/2015;22:00;85
04/07/2015;23:00;134
05/07/2015;00:00;172
05/07/2015;01:00;175
05/07/2015;02:00;121
05/07/2015;03:00;108
05/07/2015;04:00;180
05/07/2015;05:00;162
05/07/2015;06:00;166
05/07/2015;07:00;108
05/07/2015;08:00;99
05/07/2015;09:00;108
05/07/2015;10:00;144
05/07/2015;11:00;150
05/07/2015;12:00;184
05/07/2015;13:00;118
05/07/2015;14:00;158
05/07/2015;15:00;101
05/07/2015;16:00;137
05/07/2015;17:00;102
05/07/2015;18:00;87
05/07/2015;19:00;187
05/07/2015;20:00;185
05/07/2015;21:00;178
05/07/2015;22:00;113
05/07/2015;23:00;197
06/07/2015;00:00;112
06/07/2015;01:00;121
06/07/2015;02:00;161
06/07/2015;03:00;151
06/07/2015;04:00;149
06/07/2015;05:00;86
06/07/2015;06:00;188
06/07/2015;07:00;118
06/07/2015;08:00;100
06/07/2015;09:00;81
06/07/2015;10:00;183
06/07/2015;11:00;105
06/07/2015;12:00;103
06/07/2015;13:00;181
06/07/2015;14:00;112
06/07/2015;15:00;147
06/07/2015;16:00;144
06/07/2015;17:00;174
06/07/2015;18:00;99
06/07/2015;19:00;198
06/07/2015;20:00;129
06/07/2015;21:00;158
06/07/2015;22:00;141
06/07/2015;23:00;138
07/07/2015;00:00;112
07/07/2015;01:00;200
07/07/2015;02:00;160
07/07/2015;03:00;87
07/07/2015;04:00;162
07/07/2015;05:00;143
07/07/2015;06:00;96
07/07/2015;07:00;131
07/07/2015;08:00;133
07/07/2015;09:00;89
07/07/2015;10:00;179
07/07/2015;11:00;125
07/07/2015;12:00;111
07/07/2015;13:00;164
07/07/2015;14:00;80
07/07/2015;15:00;169
07/07/2015;16:00;179
07/07/2015;17:00;109
07/07/2015;18:00;169
07/07/2015;19:00;140
07/07/2015;20:00;97
07/07/2015;21:00;95
07/07/2015;22:00;80
07/07/2015;23:00;136
08/07/2015;00:00;149
08/07/2015;01:00;198
08/07/2015;02:00;155
08/07/2015;03:00;93
08/07/2015;04:00;83
08/07/2015;05:00;176
08/07/2015;06:00;174
08/07/2015;07:00;156
08/07/2015;08:00;147
08/07/2015;09:00;95
08/07/2015;10:00;170
08/07/2015;11:00;82
08/07/2015;12:00;93
08/07/2015;13:00;142
08/07/2015;14:00;195
08/07/2015;15:00;126
08/07/2015;16:00;105
08/07/2015;17:00;166
08/07/2015;18:00;165
08/07/2015;19:00;172
08/07/2015;20:00;173
08/07/2015;21:00;170
08/07/2015;22:00;84
08/07/2015;23:00;110
09/07/2015;00:00;170
09/07/2015;01:00;110
09/07/2015;02:00;154
09/07/2015;03:00;151
09/07/2015;04:00;110
09/07/2015;05:00;157
09/07/2015;06:00;121
09/07/2015;07:00;114
09/07/2015;08:00;84
09/07/2015;09:00;129
09/07/2015;10:00;156
09/07/2015;11:00;83
09/07/2015;12:00;114
09/07/2015;13:00;195
09/07/2015;14:00;171
09/07/2015;15:00;140
09/07/2015;16:00;149
09/07/2015;17:00;107
09/07/2015;18:00;103
09/07/2015;19:00;195
09/07/2015;20:00;190
09/07/2015;21:00;123
09/07/2015;22:00;186
09/07/2015;23:00;178
10/07/2015;00:00;164
10/07/2015;01:00;91
10/07/2015;02:00;97
10/07/2015;03:00;194
10/07/2015;04:00;193
10/07/2015;05:00;177
10/07/2015;06:00;99
10/07/2015;07:00;193
10/07/2015;08:00;187
10/07/2015;09:00;198
10/07/2015;10:00;119
10/07/2015;11:00;140
10/07/2015;12:00;130
10/07/2015;13:00;96
10/07/2015;14:00;192
10/07/2015;15:00;114
10/07/2015;16:00;130
10/07/2015;17:00;101
10/07/2015;18:00;80
10/07/2015;19:00;136
10/07/2015;20:00;159
10/07/2015;21:00;184
10/07/2015;22:00;151
10/07/2015;23:00;117
11/07/2015;00:00;154
11/07/2015;01:00;199
11/07/2015;02:00;94
11/07/2015;03:00;108
11/07/2015;04:00;116
11/07/2015;05:00;182
11/07/2015;06:00;176
11/07/2015;07:00;142
11/07/2015;08:00;154
11/07/2015;09:00;80
11/07/2015;10:00;149
11/07/2015;11:00;86
11/07/2015;12:00;145
11/07/2015;13:00;141
11/07/2015;14:00;95
11/07/2015;15:00;152
11/07/2015;16:00;102
11/07/2015;17:00;88
11/07/2015;18:00;156
11/07/2015;19:00;177
11/07/2015;20:00;145
11/07/2015;21:00;162
11/07/2015;22:00;200
11/07/2015;23:00;121
12/07/2015;00:00;129
12/07/2015;01:00;180
12/07/2015;02:00;156
12/07/2015;03:00;139
12/07/2015;04:00;85
12/07/2015;05:00;113
12/07/2015;06:00;82
12/07/2015;07:00;149
12/07/2015;08:00;146
12/07/2015;09:00;173
12/07/2015;10:00;152
12/07/2015;11:00;180
12/07/2015;12:00;135
12/07/2015;13:00;121
12/07/2015;14:00;81
12/07/2015;15:00;188
12/07/2015;16:00;174
12/07/2015;17:00;111
12/07/2015;18:00;142
12/07/2015;19:00;196
12/07/2015;20:00;142
12/07/2015;21:00;97
12/07/2015;22:00;136
12/07/2015;23:00;186
13/07/2015;00:00;181
13/07/2015;01:00;191
13/07/2015;02:00;145
13/07/2015;03:00;170
13/07/2015;04:00;167
13/07/2015;05:00;115
13/07/2015;06:00;88
13/07/2015;07:00;148
13/07/2015;08:00;128
13/07/2015;09:00;127
13/07/2015;10:00;153
13/07/2015;11:00;132
13/07/2015;12:00;85
13/07/2015;13:00;111
13/07/2015;14:00;190
13/07/2015;15:00;158
13/07/2015;16:00;130
13/07/2015;17:00;86
13/07/2015;18:00;186
13/07/2015;19:00;187
13/07/2015;20:00;197
13/07/2015;21:00;196
13/07/2015;22:00;188
13/07/2015;23:00;110
14/07/2015;00:00;196
14/07/2015;01:00;85
14/07/2015;02:00;117
14/07/2015;03:00;149
14/07/2015;04:00;154
14/07/2015;05:00;168
14/07/2015;06:00;98
14/07/2015;07:00;128
14/07/2015;08:00;116
14/07/2015;09:00;200
14/07/2015;10:00;131
14/07/2015;11:00;200
14/07/2015;12:00;186
14/07/2015;13:00;163
14/07/2015;14:00;170
14/07/2015;15:00;185
